326	We should restrict violent video games	The government has a right to restrict the sale of violent video games, in order to protect law and order.	supports
327	We should restrict violent video games	In order to maintan a well funcitoning society, the government has a right to restrict violent games which could hurt people.	supports
328	We should restrict violent video games	Video games are content that has a right to be censored for the mass majority's public safety.	supports
329	We should restrict violent video games	The Responsibility Lies With Parents	refutes
330	We should restrict violent video games	Violent Video Games Cause Social Interaction Problems	supports
331	We should restrict violent video games	Violent video games lead to inappropriate social interactions.	supports
332	We should restrict violent video games	Violent video games are detrimental to social interaction.	supports
333	We should restrict violent video games	Gun violence is less prevalent in countries with high video game use.	refutes
334	We should restrict violent video games	Countries with high video game use see less gun violence	refutes
335	We should restrict violent video games	"Studies have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors."	refutes
336	We should restrict violent video games	Violent video games have been shown to have positive effect on kindness and cooperative behavior.	refutes
337	We should restrict violent video games	Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world.	refutes
338	We should restrict violent video games	There are many flaws to the theory that violent video games cause real life violence.	refutes
339	We should restrict violent video games	Studies claiming a causal link between video game violence and real life violence are flawed.	refutes
340	We should restrict violent video games	Playing violent video games does not cause kids to commit mass shootings.	refutes
